,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,workout_type,average_cadence,elev_high,elev_low
182,2,Night Activity,0.0,427,427,0.0,WeightTraining,WeightTraining,6587928375,2022-01-27T04:41:19Z,2022-01-26T23:41:19Z,(GMT-05:00) America/New_York,-18000.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,139.1,156.0,False,True,7005380604,7005380604,garmin_push_8189226850,False,0,0,False,37571002,1,a6587928375,,2,,,,
183,2,Night Activity,0.0,2591,2591,0.0,WeightTraining,WeightTraining,6587916098,2022-01-27T03:55:03Z,2022-01-26T22:55:03Z,(GMT-05:00) America/New_York,-18000.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,134.2,165.0,False,True,7005367114,7005367114,garmin_push_8189211661,False,0,0,False,37571002,1,a6587916098,,2,,,,
184,2,Night Activity,0.0,1039,1039,0.0,WeightTraining,WeightTraining,6583047597,2022-01-26T03:29:46Z,2022-01-25T22:29:46Z,(GMT-05:00) America/New_York,-18000.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,159.1,170.0,False,True,7000171456,7000171456,garmin_push_8183777137,False,0,0,False,37571002,1,a6583047597,,2,,,,
185,2,Night Run,7179.9,2148,2600,0.0,Run,Run,6583047519,2022-01-26T02:43:27Z,2022-01-25T21:43:27Z,(GMT-05:00) America/New_York,-18000.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],3.343,4.544,True,163.1,188.0,False,True,7000171438,7000171438,garmin_push_8183777100,False,0,0,False,37571002,1,a6583047519,,2,,78.6,,
187,2,Evening Activity,0.0,3631,3631,0.0,WeightTraining,WeightTraining,6583046784,2022-01-25T01:51:11Z,2022-01-24T20:51:11Z,(GMT-05:00) America/New_York,-18000.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,135.3,160.0,False,True,7000170592,7000170592,garmin_push_8183776028,False,0,0,False,37571002,1,a6583046784,,2,,,,
189,2,Night Activity,0.0,624,624,0.0,WeightTraining,WeightTraining,6583045927,2022-01-23T03:26:30Z,2022-01-22T22:26:30Z,(GMT-05:00) America/New_York,-18000.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,134.3,150.0,False,True,7000169723,7000169723,garmin_push_8183774819,False,0,0,False,37571002,1,a6583045927,,2,,,,
190,2,Night Activity,0.0,3038,3038,0.0,WeightTraining,WeightTraining,6583045733,2022-01-23T02:34:44Z,2022-01-22T21:34:44Z,(GMT-05:00) America/New_York,-18000.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,132.9,163.0,False,True,7000169490,7000169490,garmin_push_8183774532,False,0,0,False,37571002,1,a6583045733,,2,,,,
191,2,Night Activity,0.0,1435,1435,0.0,WeightTraining,WeightTraining,6583045045,2022-01-22T04:23:43Z,2022-01-21T23:23:43Z,(GMT-05:00) America/New_York,-18000.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,141.4,169.0,False,True,7000168736,7000168736,garmin_push_8183773534,False,0,0,False,37571002,1,a6583045045,,2,,,,
192,2,Night Run,5412.6,1629,1786,0.0,Run,Run,6583044876,2022-01-22T03:47:27Z,2022-01-21T22:47:27Z,(GMT-05:00) America/New_York,-18000.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],3.323,4.372,True,164.0,184.0,False,True,7000168547,7000168547,garmin_push_8183773269,False,0,0,False,37571002,1,a6583044876,,2,,76.4,,
194,2,Night Activity,0.0,659,659,0.0,WeightTraining,WeightTraining,6583044685,2022-01-21T03:34:46Z,2022-01-20T22:34:46Z,(GMT-05:00) America/New_York,-18000.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,122.1,140.0,False,True,7000168361,7000168361,garmin_push_8183772988,False,0,0,False,37571002,1,a6583044685,,2,,,,
195,2,Night Activity,0.0,3149,3149,0.0,WeightTraining,WeightTraining,6583044589,2022-01-21T02:41:54Z,2022-01-20T21:41:54Z,(GMT-05:00) America/New_York,-18000.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,114.9,142.0,False,True,7000168222,7000168222,garmin_push_8183772793,False,0,0,False,37571002,1,a6583044589,,2,,,,
196,2,Night Run,2542.7,795,795,0.0,Run,Run,6583044198,2022-01-20T04:08:50Z,2022-01-19T23:08:50Z,(GMT-05:00) America/New_York,-18000.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],3.198,3.49,True,168.6,180.0,False,True,7000167820,7000167820,garmin_push_8183772236,False,0,0,False,37571002,1,a6583044198,,2,,79.9,,
198,2,Night Activity,0.0,3011,3011,0.0,WeightTraining,WeightTraining,6583044103,2022-01-20T03:15:59Z,2022-01-19T22:15:59Z,(GMT-05:00) America/New_York,-18000.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,130.4,154.0,False,True,7000167688,7000167688,garmin_push_8183772078,False,0,0,False,37571002,1,a6583044103,,2,,,,
199,2,Evening Activity,0.0,307,307,0.0,WeightTraining,WeightTraining,6583043667,2022-01-19T01:03:39Z,2022-01-18T20:03:39Z,(GMT-05:00) America/New_York,-18000.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,134.2,150.0,False,True,7000167259,7000167259,garmin_push_8183771510,False,0,0,False,37571002,1,a6583043667,,2,,,,
